Time (s),Channel 1 (V),Channel 2 (V)
-0.0032916890210177,1.540648423094959,1.671107443717911
-0.003290439021017699,1.540648423094959,1.678515364598276
-0.003289189021017699,1.546326381548685,1.678515364598276
-0.003287939021017699,1.546326381548685,1.678515364598276
-0.003286689021017699,1.546326381548685,1.678515364598276
-0.0032854390210177,1.540648423094959,1.671107443717911
-0.003284189021017699,1.540648423094959,1.671107443717911
-0.0032829390210177,1.540648423094959,1.671107443717911
-0.003281689021017699,1.546326381548685,1.671107443717911
-0.003280439021017699,1.540648423094956,1.671107443717911
-0.003279189021017699,1.534970464641233,1.671107443717911
-0.003277939021017699,1.534970464641233,1.671107443717911
-0.003276689021017699,1.534970464641233,1.671107443717911
-0.003275439021017699,1.540648423094959,1.671107443717911
-0.0032741890210177,1.534970464641233,1.678515364598276
-0.003272939021017699,1.540648423094959,1.671107443717911
-0.0032716890210177,1.534970464641235,1.671107443717911
-0.003270439021017699,1.534970464641233,1.663699522837547
-0.003269189021017699,1.53497046464123,1.663699522837547
-0.003267939021017699,1.529292506187507,1.663699522837547
-0.003266689021017699,1.529292506187507,1.656291601957182
-0.003265439021017699,1.529292506187507,1.656291601957182
-0.003264189021017699,1.534970464641233,1.663699522837547
-0.0032629390210177,1.540648423094956,1.663699522837547
-0.003261689021017699,1.534970464641233,1.671107443717911
-0.0032604390210177,1.540648423094956,1.671107443717911
-0.003259189021017699,1.540648423094959,1.671107443717911
-0.003257939021017699,1.534970464641233,1.671107443717908
-0.003256689021017699,1.534970464641233,1.663699522837547
-0.003255439021017699,1.534970464641233,1.671107443717911
-0.0032541890210177,1.534970464641233,1.663699522837547
-0.003252939021017699,1.534970464641233,1.663699522837547
-0.0032516890210177,1.534970464641233,1.663699522837547
-0.003250439021017699,1.529292506187507,1.663699522837547
-0.0032491890210177,1.529292506187507,1.663699522837547
-0.003247939021017699,1.529292506187507,1.656291601957182
-0.003246689021017699,1.523614547733781,1.656291601957182
-0.003245439021017699,1.523614547733781,1.656291601957182
-0.003244189021017699,1.523614547733781,1.648883681076817
-0.0032429390210177,1.523614547733781,1.648883681076817
-0.003241689021017699,1.517936589280055,1.648883681076817
-0.0032404390210177,1.523614547733778,1.656291601957179
-0.003239189021017699,1.529292506187507,1.656291601957182
-0.003237939021017699,1.540648423094959,1.663699522837547
-0.003236689021017699,1.540648423094959,1.663699522837547
-0.003235439021017699,1.540648423094959,1.671107443717911
-0.003234189021017699,1.540648423094959,1.671107443717911
-0.003232939021017699,1.546326381548685,1.678515364598276
-0.0032316890210177,1.546326381548685,1.678515364598276
-0.003230439021017699,1.552004340002411,1.678515364598276
-0.0032291890210177,1.552004340002411,1.678515364598276
-0.003227939021017699,1.557682298456137,1.685923285478641
-0.003226689021017699,1.563360256909865,1.693331206359006
-0.003225439021017699,1.569038215363589,1.693331206359006
-0.003224189021017699,1.569038215363586,1.693331206359006
-0.003222939021017699,1.563360256909863,1.693331206359006
-0.003221689021017699,1.563360256909863,1.693331206359006
-0.0032204390210177,1.563360256909863,1.693331206359006
-0.003219189021017699,1.557682298456137,1.685923285478641
-0.0032179390210177,1.552004340002413,1.67851536459828
-0.003216689021017699,1.540648423094959,1.671107443717911
-0.003215439021017699,1.534970464641233,1.663699522837547
-0.003214189021017699,1.534970464641233,1.663699522837547
-0.003212939021017699,1.529292506187507,1.663699522837547
-0.0032116890210177,1.529292506187507,1.656291601957182
-0.003210439021017699,1.529292506187507,1.656291601957182
-0.0032091890210177,1.529292506187507,1.656291601957182
-0.003207939021017699,1.523614547733781,1.656291601957182
-0.0032066890210177,1.523614547733781,1.656291601957182
-0.003205439021017699,1.517936589280055,1.648883681076817
-0.003204189021017699,1.517936589280055,1.648883681076817
-0.003202939021017699,1.517936589280055,1.648883681076817
-0.003201689021017699,1.523614547733781,1.656291601957182
-0.0032004390210177,1.529292506187507,1.663699522837547
-0.003199189021017699,1.534970464641233,1.671107443717911
-0.0031979390210177,1.540648423094956,1.671107443717911
-0.003196689021017699,1.534970464641233,1.671107443717911
-0.003195439021017699,1.534970464641235,1.671107443717911
-0.003194189021017699,1.540648423094959,1.671107443717911
-0.003192939021017699,1.546326381548685,1.678515364598276
-0.003191689021017699,1.546326381548685,1.678515364598276
-0.003190439021017699,1.546326381548685,1.685923285478641
-0.0031891890210177,1.552004340002411,1.685923285478641
-0.003187939021017699,1.552004340002411,1.685923285478641
-0.0031866890210177,1.552004340002411,1.685923285478641
-0.003185439021017699,1.552004340002411,1.685923285478641
-0.003184189021017699,1.552004340002411,1.685923285478641
-0.003182939021017699,1.552004340002411,1.685923285478641
-0.003181689021017699,1.552004340002411,1.685923285478641
-0.003180439021017699,1.552004340002411,1.685923285478641
-0.003179189021017699,1.552004340002411,1.685923285478641
-0.0031779390210177,1.546326381548685,1.678515364598276
-0.003176689021017699,1.540648423094959,1.671107443717911
-0.0031754390210177,1.540648423094959,1.671107443717911
-0.003174189021017699,1.534970464641233,1.656291601957182
-0.003172939021017699,1.540648423094959,1.648883681076817
-0.003171689021017699,1.540648423094959,1.648883681076817
-0.003170439021017699,1.534970464641233,1.648883681076817
-0.0031691890210177,1.534970464641233,1.648883681076817
-0.003167939021017699,1.534970464641233,1.648883681076817
-0.0031666890210177,1.534970464641233,1.641475760196456
-0.003165439021017699,1.529292506187507,1.641475760196452
-0.0031641890210177,1.529292506187507,1.641475760196452
-0.003162939021017699,1.523614547733781,1.634067839316088
-0.003161689021017699,1.523614547733781,1.634067839316088
-0.003160439021017699,1.523614547733781,1.634067839316088
-0.003159189021017699,1.529292506187507,1.634067839316088
-0.0031579390210177,1.523614547733781,1.641475760196452
-0.003156689021017699,1.529292506187507,1.641475760196452
-0.0031554390210177,1.529292506187507,1.641475760196452
-0.003154189021017699,1.529292506187507,1.641475760196452
-0.003152939021017699,1.534970464641233,1.648883681076817
-0.003151689021017699,1.534970464641233,1.648883681076817
-0.003150439021017699,1.534970464641233,1.648883681076817
-0.003149189021017699,1.534970464641233,1.648883681076817
-0.003147939021017699,1.534970464641233,1.648883681076817
-0.0031466890210177,1.534970464641233,1.648883681076817
-0.003145439021017699,1.534970464641233,1.648883681076817
-0.0031441890210177,1.540648423094956,1.656291601957179
-0.003142939021017699,1.540648423094959,1.656291601957182
-0.003141689021017699,1.540648423094959,1.656291601957179
-0.003140439021017699,1.540648423094959,1.648883681076817
-0.003139189021017699,1.540648423094959,1.656291601957182
-0.003137939021017699,1.540648423094959,1.656291601957182
-0.003136689021017699,1.540648423094959,1.648883681076817
-0.0031354390210177,1.534970464641233,1.648883681076817
-0.003134189021017699,1.534970464641233,1.641475760196452
-0.0031329390210177,1.529292506187509,1.641475760196452
-0.003131689021017699,1.523614547733781,1.641475760196452
-0.003130439021017699,1.523614547733783,1.641475760196452
-0.003129189021017699,1.529292506187507,1.641475760196452
-0.003127939021017699,1.534970464641233,1.641475760196452
-0.0031266890210177,1.529292506187507,1.641475760196452
-0.003125439021017699,1.534970464641233,1.641475760196452
-0.0031241890210177,1.534970464641233,1.648883681076814
-0.003122939021017699,1.546326381548685,1.656291601957182
-0.0031216890210177,1.546326381548685,1.663699522837544
-0.003120439021017699,1.552004340002411,1.663699522837547
-0.003119189021017699,1.552004340002411,1.66369952283755
-0.003117939021017699,1.552004340002411,1.671107443717911
-0.003116689021017699,1.552004340002411,1.663699522837547
-0.0031154390210177,1.552004340002411,1.663699522837547
-0.003114189021017699,1.552004340002411,1.656291601957182
-0.0031129390210177,1.546326381548687,1.663699522837544
-0.003111689021017699,1.546326381548685,1.663699522837547
-0.0031104390210177,1.546326381548685,1.656291601957185
-0.003109189021017699,1.540648423094959,1.656291601957182
-0.003107939021017699,1.546326381548682,1.656291601957185
-0.003106689021017699,1.540648423094959,1.663699522837547
-0.003105439021017699,1.540648423094959,1.656291601957182
-0.0031041890210177,1.540648423094959,1.656291601957182
-0.003102939021017699,1.540648423094959,1.656291601957182
-0.0031016890210177,1.540648423094959,1.656291601957182
-0.003100439021017699,1.540648423094959,1.656291601957182
-0.003099189021017699,1.534970464641233,1.656291601957179
-0.003097939021017699,1.534970464641233,1.648883681076817
-0.003096689021017699,1.540648423094959,1.656291601957182
-0.003095439021017699,1.540648423094959,1.656291601957182
-0.003094189021017699,1.540648423094959,1.656291601957182
-0.0030929390210177,1.534970464641233,1.656291601957182
-0.003091689021017699,1.534970464641233,1.656291601957182
-0.0030904390210177,1.534970464641233,1.648883681076821
-0.003089189021017699,1.534970464641233,1.648883681076817
-0.003087939021017699,1.534970464641233,1.641475760196456
-0.003086689021017699,1.534970464641233,1.648883681076817
-0.003085439021017699,1.534970464641233,1.648883681076817
-0.0030841890210177,1.534970464641233,1.648883681076817
-0.003082939021017699,1.529292506187507,1.648883681076817
-0.0030816890210177,1.529292506187507,1.641475760196456
-0.003080439021017699,1.529292506187507,1.641475760196452
-0.0030791890210177,1.529292506187507,1.641475760196452
-0.003077939021017699,1.529292506187507,1.641475760196452
-0.003076689021017699,1.529292506187509,1.648883681076817
-0.003075439021017699,1.534970464641233,1.648883681076817
-0.003074189021017699,1.534970464641233,1.656291601957182
-0.0030729390210177,1.534970464641233,1.656291601957182
-0.003071689021017699,1.534970464641233,1.648883681076817
-0.0030704390210177,1.540648423094956,1.648883681076817
-0.003069189021017699,1.540648423094959,1.656291601957182
-0.0030679390210177,1.540648423094959,1.656291601957182
-0.003066689021017699,1.540648423094959,1.648883681076817
-0.003065439021017699,1.540648423094961,1.656291601957182
-0.003064189021017699,1.546326381548685,1.656291601957182
-0.003062939021017699,1.552004340002411,1.663699522837547
-0.0030616890210177,1.552004340002411,1.663699522837547
-0.003060439021017699,1.552004340002411,1.663699522837547
-0.0030591890210177,1.546326381548687,1.663699522837547
-0.003057939021017699,1.546326381548685,1.656291601957182
