Time (s),Channel 1 (V),Channel 2 (V)
-0.01309636937191612,1.496046734557976,1.605414519148638
-0.01309011937191612,1.496046734557976,1.605414519148638
-0.01308386937191612,1.496046734557976,1.605414519148638
-0.01307761937191612,1.496046734557976,1.605414519148638
-0.01307136937191612,1.496046734557976,1.605414519148638
-0.01306511937191612,1.496046734557976,1.605414519148638
-0.01305886937191612,1.496046734557976,1.605414519148638
-0.01305261937191612,1.496046734557976,1.605414519148638
-0.01304636937191612,1.496046734557976,1.605414519148638
-0.01304011937191612,1.496046734557976,1.605414519148638
-0.01303386937191612,1.496046734557976,1.605414519148638
-0.01302761937191612,1.496046734557976,1.605414519148638
-0.01302136937191612,1.496046734557976,1.605414519148638
-0.01301511937191612,1.496046734557976,1.605414519148638
-0.01300886937191612,1.496046734557976,1.605414519148638
-0.01300261937191612,1.496046734557976,1.605414519148638
-0.01299636937191612,1.496046734557976,1.605414519148638
-0.01299011937191612,1.496046734557976,1.605414519148638
-0.01298386937191612,1.496046734557976,1.605414519148638
-0.01297761937191612,1.496046734557976,1.605414519148638
-0.01297136937191612,1.496046734557976,1.605414519148638
-0.01296511937191612,1.496046734557976,1.605414519148638
-0.01295886937191612,1.496046734557976,1.605414519148638
-0.01295261937191612,1.496046734557976,1.605414519148638
-0.01294636937191612,1.496046734557976,1.605414519148638
-0.01294011937191612,1.496046734557976,1.605414519148638
-0.01293386937191612,1.496046734557976,1.605414519148638
-0.01292761937191612,1.496046734557976,1.605414519148638
-0.01292136937191612,1.496046734557976,1.605414519148638
-0.01291511937191612,1.496046734557976,1.605414519148638
-0.01290886937191612,1.496046734557976,1.605414519148638
-0.01290261937191612,1.496046734557976,1.605414519148638
-0.01289636937191612,1.496046734557976,1.605414519148638
-0.01289011937191612,1.496046734557976,1.605414519148638
-0.01288386937191612,1.496046734557976,1.615708589868856
-0.01287761937191612,1.496046734557976,1.620855625228965
-0.01287136937191612,1.496046734557976,1.620855625228965
-0.01286511937191612,1.496046734557976,1.620855625228965
-0.01285886937191612,1.496046734557976,1.620855625228965
-0.01285261937191612,1.500786486105335,1.626002660589074
-0.01284636937191612,1.496046734557976,1.626002660589074
-0.01284011937191612,1.496046734557976,1.620855625228968
-0.01283386937191612,1.496046734557976,1.620855625228965
-0.01282761937191612,1.496046734557976,1.620855625228965
-0.01282136937191612,1.491306983010616,1.620855625228965
-0.01281511937191612,1.496046734557976,1.626002660589074
-0.01280886937191612,1.496046734557976,1.626002660589074
