Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,0.02720184592299959,-40.2505610585661,81.73575286380756
100.391968495541,0.0277282246568296,-39.31769367746077,85.58944527252656
100.7854733840969,0.02664980895622044,-39.95742052846128,83.02504836532262
101.1805206878443,0.02496310176483578,-39.63768335192357,87.04938388042866
101.5771164525649,0.02587603122708431,-39.88487037964691,84.13197350037521
101.9752667477379,0.02764898393589701,-39.7607038856021,81.28337471987479
102.3749776666328,0.025190598504438,-40.68081842911254,87.45696538674486
102.776255326403,0.02845292758010543,-40.17693959196875,83.48503628617422
103.1791058681793,0.02572677949719299,-39.45009683306559,88.15539880404424
103.5835354571633,0.02591110831589376,-40.11129232038614,85.74224885918699
103.9895502827228,0.02752991301933723,-39.92848304727451,82.15827755426434
104.3971565584858,0.0283994677081221,-39.66285023482066,85.71641863850442
104.8063605224356,0.02736180083122662,-39.1323963920326,84.37743519313787
105.2171684370066,0.02711747932634443,-39.24557061704215,83.8136544083336
105.6295865891799,0.02847941323128184,-40.16319628291171,82.34859990815436
106.0436212905796,0.02746260439609112,-39.46420656546724,83.58911582912788
106.4592788775694,0.02713249199575108,-39.5764245343142,86.24950634788313
106.8765657113495,0.02440138504573652,-40.48134832298665,89.29102060488833
107.2954881780541,0.02690070547181241,-39.10835963197673,82.71186351705221
107.7160526888489,0.02655830278004633,-39.91158505459093,80.88548777814481
108.1382656800294,0.02561332990182835,-39.5105537719963,87.15969955654012
108.5621336131194,0.02645271501040994,-40.22530231907149,82.25475103795077
108.9876629749699,0.02692521425853887,-40.42578397149894,85.14001404159205
109.4148602778581,0.02388720934124908,-39.67566356598449,83.32582564002067
109.8437320595874,0.02636460278059187,-39.64243868486213,83.47135663277537
110.2742848835874,0.02661327477390224,-39.86929037971629,82.28573399422373
110.7065253390141,0.02717258501086502,-40.54673533715709,83.17424851347724
111.140460040851,0.02752093870376787,-40.56524146451782,84.61696717381051
111.5760956300104,0.0272009450158571,-39.8096629668814,82.2848516821268
112.0134387734347,0.02460448513297077,-40.87149627674575,83.65682109621315
112.4524961641985,0.02508432909102196,-39.43728295252198,83.42177482145868
112.8932745216116,0.02698984409425565,-39.25049394033087,84.36119742573038
113.3357805913208,0.02658179388552424,-39.5995069459095,83.44010246143158
113.7800211454142,0.02600389980818857,-39.38467009404918,82.75317341855714
114.226002982524,0.02633471760243275,-39.9531686120682,86.78518129029285
114.6737329279311,0.02699453895428286,-42.1473135874641,84.42431446045624
115.1232178336693,0.02552077415030551,-39.83519059460291,85.31088885687167
115.5744645786302,0.02682643315023646,-39.62574418339565,84.77757114319201
116.0274800686686,0.02635772065147431,-39.52929201466672,82.85631705903052
116.4822712367078,0.02692322692071741,-39.25700402275442,82.7679602775662
116.9388450428462,0.02684533166935213,-39.99953706835868,84.1200780452649
117.3972084744635,0.02683184857246803,-39.64490354029565,84.97152235913951
117.8573685463279,0.02717549329199187,-39.47978209651697,85.41268219039171
118.3193323007031,0.02590341070153268,-39.48637499518052,84.51902356128846
118.7831068074562,0.02595335475080377,-39.42849833043086,86.66575286937308
119.2486991641662,0.0267664826666538,-39.52022442384182,85.10110010492214
119.7161164962321,0.02698553121850263,-39.56642890111669,82.27902236060872
120.1853659569823,0.02608889385802941,-39.41738497286481,84.77664972833161
120.6564547277843,0.02716329412664744,-39.48625609052473,85.47043058827751
121.1293900181538,0.02640064494652679,-39.32540862000616,87.25121866501559
121.6041790658658,0.0260275903334108,-40.30002321379143,85.57937489092575
122.0808291370652,0.02607617719149141,-39.60142742512004,84.11286366202394
122.5593475263776,0.02664846425622518,-39.48039817558278,83.85817482419334
123.0397415570215,0.02617634622744805,-39.3847651361684,83.9027775552325
123.52201858092,0.02688578621847204,-39.40052795561078,82.454355650859
124.0061859788134,0.02533563728628502,-39.56655168695661,82.80762804509079
124.4922511603723,0.02603701366439534,-39.4219414726221,84.912642184981
124.9802215643106,0.02665590339573108,-40.06070086514384,83.15275731921265
125.4701046584999,0.02615548929312043,-40.32774667828414,86.14865279667748
125.9619079400834,0.02642910156461961,-39.36111626730649,83.31745707743801
126.4556389355908,0.02560768327705252,-40.93808248011358,85.09903257502449
126.9513052010532,0.0262076783088969,-39.5110416269444,82.43662264165046
127.4489143221195,0.02593205858319611,-40.95440885760222,84.29838509839422
127.948473914171,0.02649381619123191,-39.51969708791951,85.01643949197495
128.44999162244,0.02639595373764192,-39.45267802832961,85.50095712348542
128.9534751221249,0.02682846361245438,-39.51762328896449,83.97902262787545
129.4589321185088,0.02597223298329467,-39.4230029539948,85.18671332472786
129.9663703470771,0.02624745077391064,-39.25629076215139,87.44542862153594
130.4757975736357,0.02679856570034387,-39.38434579102559,82.11044125710913
130.98722159443,0.02531513378606396,-39.54242975912078,82.56956861859639
131.5006502362646,0.02553329301329216,-40.43952844130664,84.04532323451713
132.0160913566222,0.02695039963993223,-39.39179774589535,84.47862120572103
132.5335528437846,0.02592111304045024,-39.56345002731884,83.42325976376669
133.0530426169533,0.02671066636441297,-39.27754272679194,83.41920762592451
133.5745686263704,0.02601282565578742,-39.52582339905375,84.48533238332189
