Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
50.00000000000005,0.03304495188415941,-0.5339354322804816,-18.06406087977879
50.23078951391981,0.032829798912401,-0.5585055895639696,-18.19409105303557
50.46264430383427,0.03069643923225735,-0.5504742536052483,-18.2662996813385
50.69556928683402,0.02793465433854104,-0.5371472806898467,-18.27893481334232
50.92956940270589,0.02846686081351192,-0.5326306631915376,-18.41519228975518
51.16464961403776,0.03370212384139033,-0.5567633991206922,-18.46399366105922
51.40081490632372,0.02546636157504443,-0.5308836725697538,-18.57696615918474
51.63807028806993,0.03451224665703679,-0.5262576807087708,-18.64060362427654
51.87642079090069,0.02677703965782539,-0.5402206545950973,-18.71988361638185
52.11587146966526,0.02776886111640583,-0.5283069607643534,-18.84181032555474
52.35642740254503,0.03248559044910058,-0.5312435973556549,-18.96429849793508
52.5980936911612,0.03393476309723249,-0.5597189812694738,-19.00695619096163
52.84087546068298,0.03312442333872021,-0.5565670695888342,-19.08262424708583
53.08477785993629,0.03306119310128631,-0.5266704784911024,-19.18273451700054
53.32980606151295,0.03350763945140602,-0.5313663697589642,-19.24791538286024
53.57596526188038,0.02979576965389897,-0.5246583573963357,-19.40570621002496
53.8232606814918,0.02539269702017986,-0.5312153761441898,-19.4713363332008
54.07169756489697,0.03308549253014117,-0.5304391580336888,-19.53905168722412
54.32128118085333,0.02713095623781622,-0.5294540179390376,-19.62887591545534
54.57201682243788,0.03014142974277328,-0.5363557446990969,-19.71942245471044
54.82390980715931,0.02670418086016249,-0.5271899623271429,-19.83897478148874
55.07696547707081,0.03261672038266759,-0.5383873756274281,-19.9228395972349
55.33118919888337,0.02997065595603684,-0.5356381406230821,-19.97085560544134
55.58658636407963,0.02685788790072034,-0.5360037130224657,-20.07443182208794
55.84316238902812,0.026057368503015,-0.5403919080881787,-20.20714727717771
56.10092271509824,0.02834060794453071,-0.5383052869036408,-20.25268160175003
56.35987280877558,0.02728996247899237,-0.528610883051938,-20.39284605982903
56.62001816177792,0.02595093732788802,-0.5329150224017535,-20.45389468324193
56.88136429117161,0.0268553277039176,-0.5313981570384371,-20.52777608272788
57.14391673948865,0.03175913381892617,-0.5292385651103003,-20.65648701135309
57.4076810748442,0.02927102283470404,-0.5328371278662341,-20.74875856480655
57.67266289105468,0.02759071096052243,-0.5325065742124849,-20.87212458272177
57.93886780775637,0.03131575642249195,-0.5284376221477566,-20.95779014208308
58.20630147052464,0.02871433330368814,-0.5356484221880756,-21.02863536000302
58.47496955099361,0.03015029642983644,-0.5248373977555342,-21.10190655548277
58.74487774697654,0.03157149750523594,-0.5291413656435731,-21.24349133898219
59.01603178258655,0.02866675151770427,-0.537360269090073,-21.33684637543055
59.28843740835807,0.02788181081344264,-0.5347710350235212,-21.42255290021252
59.56210040136881,0.02877401177262998,-0.5609901829196194,-21.54979459460937
59.83702656536224,0.02939022605904475,-0.5462808086115,-21.6120840803252
60.11322173087072,0.02952327228398893,-0.5356078039676527,-21.7504348698953
60.39069175533908,0.0292505190522565,-0.5303174893574817,-21.78528805365916
60.66944252324893,0.02852670562678315,-0.5287041950799826,-21.92918619151081
60.9494799462434,0.03044667191818224,-0.5304776404735926,-22.04973611341708
61.23080996325251,0.02995591917743224,-0.5328547928357007,-22.10939533596785
61.51343854061915,0.02907031432848511,-0.5314001207077729,-22.24796402683421
61.7973716722256,0.0308284348084357,-0.5310015114866908,-22.35547586691723
62.08261537962063,0.02837315316178057,-0.5274792437261782,-22.42948638132793
62.36917571214723,0.02982084576554414,-0.5210119486422066,-22.55730460010011
62.65705874707087,0.03041543357078361,-0.5324351469150125,-22.62953158674475
62.94627058970843,0.02911303565864176,-0.538093598642524,-22.74528859498884
63.23681737355764,0.02994151211107875,-0.5302417008317527,-22.81288900837656
63.52870526042717,0.03071478818763292,-0.5316122686254334,-22.94877986693274
63.82194044056727,0.02866614941514295,-0.535115604061572,-23.0637041481522
64.11652913280116,0.03010344139896702,-0.5277435030167064,-23.17994574814786
64.41247758465678,0.02938610569146989,-0.5266023256602734,-23.26574996363498
64.70979207249938,0.02891577030274039,-0.5329418473584685,-23.36776119633267
65.00847890166459,0.02976444330547601,-0.531427783941666,-23.52370898930815
65.30854440659216,0.03019921818615703,-0.5287934597846959,-23.59357971849234
65.60999495096021,0.02902621380260543,-0.5320307695887126,-23.6840935745687
65.91283692782044,0.02951233610956868,-0.5393800756818863,-23.84241740377698
66.21707675973329,0.02994602509835095,-0.5257249568776474,-23.90106590477349
66.52272089890464,0.02975825568491606,-0.5378650075854994,-24.02710292563853
66.82977582732217,0.03005657490008504,-0.5290107976529859,-24.19089703279172
67.13824805689327,0.03109146310739087,-0.5361689419116181,-24.250580737001
67.44814412958273,0.02939538074215836,-0.534135593362554,-24.37995130209906
67.75947061755188,0.02922425700544294,-0.5379068131260034,-24.47183971852725
68.07223412329756,0.02987076191878829,-0.5415814484830573,-24.6335709583734
68.38644127979255,0.0294601472653685,-0.5378998858039936,-24.68805761402454
68.70209875062582,0.0292359243616441,-0.532564789291766,-24.82897338523351
69.01921323014433,0.03034167849258836,-0.5394009590990125,-24.92196104391223
69.33779144359448,0.02915669885446266,-0.5343635281284523,-25.15375897288595
69.65784014726522,0.02930462897498457,-0.5370967110304253,-25.17147324353648
69.97936612863096,0.02978307945765049,-0.5332734463119877,-25.27697691118701
70.30237620649575,0.03042476295424899,-0.5368108109885915,-25.46867109849151
70.62687723113777,0.03015993916088896,-0.530217174270995,-25.55459290425662
