0.0,5.0
0.002,5.0
0.004,5.0
0.006,0.0
0.008,0.0
0.01,0.0
0.012,5.0
0.014,5.0
0.016,0.0
0.018000000000000002,0.0
0.02,0.0
0.022,5.0
0.024,5.0
0.026000000000000002,0.0
0.028,0.0
0.03,0.0
0.032,5.0
0.034,5.0
0.036000000000000004,0.0
0.038,0.0
0.04,0.0
0.042,5.0
0.044,5.0
0.046,0.0
0.048,0.0
0.05,5.0
0.052000000000000005,5.0
0.054,5.0
0.056,0.0
0.058,0.0
0.06,0.0
0.062,5.0
0.064,5.0
0.066,0.0
0.068,0.0
0.07,5.0
0.07200000000000001,5.0
0.074,5.0
0.076,0.0
0.078,0.0
0.08,0.0
0.082,5.0
0.084,5.0
0.08600000000000001,0.0
0.088,0.0
0.09,0.0
0.092,5.0
0.094,5.0
0.096,0.0
0.098,0.0
0.1,5.0
0.10200000000000001,5.0
0.10400000000000001,5.0
0.106,0.0
0.108,0.0
0.11,5.0
0.112,5.0
0.114,5.0
0.116,0.0
0.11800000000000001,0.0
0.12,0.0
0.122,5.0
0.124,5.0
0.126,0.0
0.128,0.0
0.13,5.0
0.132,5.0
0.134,5.0
0.136,0.0
0.138,0.0
0.14,5.0
0.14200000000000002,5.0
0.14400000000000002,5.0
0.146,0.0
0.148,0.0
0.15,5.0
0.152,5.0
0.154,5.0
0.156,0.0
0.158,0.0
0.16,0.0
0.162,5.0
0.164,5.0
0.166,0.0
0.168,0.0
0.17,5.0
0.17200000000000001,5.0
0.17400000000000002,5.0
0.176,0.0
0.178,0.0
0.18,0.0
0.182,5.0
0.184,5.0
0.186,0.0
0.188,0.0
0.19,5.0
0.192,5.0
0.194,5.0
0.196,0.0
0.198,0.0
0.2,5.0
0.202,5.0
0.20400000000000001,5.0
0.20600000000000002,0.0
0.20800000000000002,0.0
0.21,5.0
0.212,5.0
0.214,5.0
0.216,0.0
0.218,0.0
0.22,5.0
0.222,5.0
0.224,5.0
0.226,0.0
0.228,0.0
0.23,5.0
0.232,5.0
0.234,5.0
0.23600000000000002,0.0
0.23800000000000002,0.0
0.24,0.0
0.242,5.0
0.244,5.0
0.246,0.0
0.248,0.0
0.25,5.0
0.252,5.0
0.254,5.0
0.256,0.0
0.258,0.0
0.26,5.0
0.262,5.0
0.264,5.0
0.266,0.0
0.268,0.0
0.27,5.0
0.272,5.0
0.274,5.0
0.276,0.0
0.278,0.0
0.28,5.0
0.28200000000000003,5.0
0.28400000000000003,5.0
0.28600000000000003,0.0
0.28800000000000003,0.0
0.29,5.0
0.292,5.0
0.294,5.0
0.296,0.0
0.298,0.0
0.3,5.0
0.302,5.0
0.304,5.0
0.306,0.0
0.308,0.0
0.31,5.0
0.312,5.0
0.314,5.0
0.316,0.0
0.318,0.0
0.32,0.0
0.322,5.0
0.324,5.0
0.326,0.0
0.328,0.0
0.33,0.0
0.332,5.0
0.334,5.0
0.336,0.0
0.338,0.0
0.34,5.0
0.342,5.0
0.34400000000000003,5.0
0.34600000000000003,0.0
0.34800000000000003,0.0
0.35000000000000003,5.0
0.352,5.0
0.354,5.0
0.356,0.0
0.358,0.0
0.36,0.0
0.362,5.0
0.364,5.0
0.366,0.0
0.368,0.0
0.37,0.0
0.372,5.0
0.374,5.0
0.376,0.0
0.378,0.0
0.38,5.0
0.382,5.0
0.384,5.0
0.386,0.0
0.388,0.0
0.39,5.0
0.392,5.0
0.394,5.0
0.396,0.0
0.398,0.0
0.4,5.0
0.402,5.0
0.404,5.0
0.406,0.0
0.40800000000000003,0.0
0.41000000000000003,5.0
0.41200000000000003,5.0
0.41400000000000003,5.0
0.41600000000000004,0.0
0.418,0.0
0.42,5.0
0.422,5.0
0.424,5.0
0.426,0.0
0.428,0.0
0.43,0.0
0.432,5.0
0.434,5.0
0.436,0.0
0.438,0.0
0.44,5.0
0.442,5.0
0.444,5.0
0.446,0.0
0.448,0.0
0.45,0.0
0.452,5.0
0.454,5.0
0.456,0.0
0.458,0.0
0.46,5.0
0.462,5.0
0.464,5.0
0.466,0.0
0.468,0.0
0.47000000000000003,5.0
0.47200000000000003,5.0
0.47400000000000003,5.0
0.47600000000000003,0.0
0.47800000000000004,0.0
0.48,0.0
0.482,5.0
0.484,5.0
0.486,0.0
0.488,0.0
0.49,5.0
0.492,5.0
0.494,5.0
0.496,0.0
0.498,0.0
0.5,5.0
0.502,5.0
0.504,5.0
